,GO:0000028,GO:0000049,GO:0000103,GO:0000160,GO:0000166,GO:0000271,GO:0000287,GO:0000303,GO:0000715,GO:0000917,GO:0000935,GO:0000976,GO:0000987,GO:0001000,GO:0001072,GO:0001073,GO:0001108,GO:0001216,GO:0001217,GO:0001406,GO:0001407,GO:0001510,GO:0001514,GO:0001761,GO:0001762,GO:0002099,GO:0002181,GO:0002943,GO:0003333,GO:0003676,GO:0003677,GO:0003680,GO:0003681,GO:0003690,GO:0003697,GO:0003700,GO:0003723,GO:0003727,GO:0003729,GO:0003730,GO:0003735,GO:0003743,GO:0003746,GO:0003755,GO:0003756,GO:0003824,GO:0003842,GO:0003857,GO:0003867,GO:0003908,GO:0003911,GO:0003916,GO:0003917,GO:0003918,GO:0003924,GO:0003954,GO:0003957,GO:0003979,GO:0003987,GO:0003992,GO:0003994,GO:0004015,GO:0004022,GO:0004025,GO:0004029,GO:0004030,GO:0004067,GO:0004088,GO:0004096,GO:0004139,GO:0004148,GO:0004152,GO:0004161,GO:0004165,GO:0004180,GO:0004222,GO:0004300,GO:0004333,GO:0004337,GO:0004347,GO:0004351,GO:0004353,GO:0004354,GO:0004356,GO:0004359,GO:0004362,GO:0004368,GO:0004518,GO:0004601,GO:0004617,GO:0004657,GO:0004659,GO:0004721,GO:0004722,GO:0004748,GO:0004777,GO:0004781,GO:0004812,GO:0004818,GO:0004888,GO:0005034,GO:0005275,GO:0005291,GO:0005297,GO:0005302,GO:0005304,GO:0005315,GO:0005354,GO:0005355,GO:0005452,GO:0005506,GO:0005509,GO:0005515,GO:0005524,GO:0005525,GO:0005528,GO:0005667,GO:0005694,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0005951,GO:0005971,GO:0005975,GO:0006006,GO:0006007,GO:0006065,GO:0006066,GO:0006071,GO:0006072,GO:0006082,GO:0006083,GO:0006085,GO:0006091,GO:0006097,GO:0006099,GO:0006113,GO:0006115,GO:0006116,GO:0006207,GO:0006221,GO:0006222,GO:0006259,GO:0006260,GO:0006261,GO:0006265,GO:0006266,GO:0006270,GO:0006281,GO:0006289,GO:0006294,GO:0006301,GO:0006307,GO:0006310,GO:0006351,GO:0006352,GO:0006354,GO:0006355,GO:0006364,GO:0006396,GO:0006412,GO:0006413,GO:0006414,GO:0006415,GO:0006417,GO:0006418,GO:0006424,GO:0006449,GO:0006457,GO:0006465,GO:0006508,GO:0006518,GO:0006520,GO:0006525,GO:0006526,GO:0006527,GO:0006528,GO:0006530,GO:0006536,GO:0006537,GO:0006538,GO:0006541,GO:0006542,GO:0006559,GO:0006560,GO:0006561,GO:0006562,GO:0006564,GO:0006567,GO:0006593,GO:0006598,GO:0006631,GO:0006635,GO:0006739,GO:0006744,GO:0006749,GO:0006779,GO:0006782,GO:0006788,GO:0006790,GO:0006796,GO:0006813,GO:0006817,GO:0006826,GO:0006829,GO:0006865,GO:0006868,GO:0006869,GO:0006879,GO:0006885,GO:0006935,GO:0006950,GO:0006970,GO:0006972,GO:0006974,GO:0006979,GO:0006995,GO:0007059,GO:0007062,GO:0007165,GO:0007172,GO:0007231,GO:0008033,GO:0008094,GO:0008113,GO:0008137,GO:0008138,GO:0008143,GO:0008152,GO:0008156,GO:0008168,GO:0008198,GO:0008199,GO:0008233,GO:0008237,GO:0008270,GO:0008272,GO:0008289,GO:0008299,GO:0008301,GO:0008360,GO:0008430,GO:0008483,GO:0008494,GO:0008559,GO:0008615,GO:0008616,GO:0008643,GO:0008649,GO:0008692,GO:0008697,GO:0008716,GO:0008720,GO:0008746,GO:0008747,GO:0008774,GO:0008776,GO:0008802,GO:0008803,GO:0008840,GO:0008861,GO:0008863,GO:0008866,GO:0008901,GO:0008911,GO:0008926,GO:0008940,GO:0008957,GO:0008980,GO:0008982,GO:0008988,GO:0009013,GO:0009016,GO:0009033,GO:0009055,GO:0009060,GO:0009061,GO:0009062,GO:0009085,GO:0009089,GO:0009102,GO:0009103,GO:0009185,GO:0009220,GO:0009242,GO:0009246,GO:0009252,GO:0009254,GO:0009263,GO:0009264,GO:0009265,GO:0009266,GO:0009267,GO:0009268,GO:0009276,GO:0009295,GO:0009314,GO:0009325,GO:0009326,GO:0009330,GO:0009331,GO:0009336,GO:0009344,GO:0009372,GO:0009375,GO:0009380,GO:0009381,GO:0009383,GO:0009389,GO:0009390,GO:0009401,GO:0009408,GO:0009409,GO:0009410,GO:0009411,GO:0009432,GO:0009435,GO:0009437,GO:0009447,GO:0009448,GO:0009450,GO:0009593,GO:0009651,GO:0009758,GO:0009898,GO:0010043,GO:0010124,GO:0010133,GO:0010165,GO:0010181,GO:0010438,GO:0010468,GO:0015031,GO:0015035,GO:0015091,GO:0015098,GO:0015112,GO:0015113,GO:0015144,GO:0015148,GO:0015169,GO:0015171,GO:0015180,GO:0015185,GO:0015187,GO:0015188,GO:0015189,GO:0015190,GO:0015191,GO:0015192,GO:0015196,GO:0015209,GO:0015232,GO:0015234,GO:0015291,GO:0015293,GO:0015295,GO:0015315,GO:0015407,GO:0015411,GO:0015412,GO:0015413,GO:0015415,GO:0015416,GO:0015417,GO:0015419,GO:0015420,GO:0015423,GO:0015424,GO:0015426,GO:0015430,GO:0015437,GO:0015439,GO:0015489,GO:0015526,GO:0015527,GO:0015562,GO:0015565,GO:0015572,GO:0015591,GO:0015592,GO:0015594,GO:0015599,GO:0015611,GO:0015612,GO:0015614,GO:0015620,GO:0015625,GO:0015633,GO:0015658,GO:0015675,GO:0015685,GO:0015689,GO:0015706,GO:0015707,GO:0015709,GO:0015712,GO:0015716,GO:0015734,GO:0015752,GO:0015753,GO:0015757,GO:0015760,GO:0015764,GO:0015765,GO:0015768,GO:0015793,GO:0015794,GO:0015797,GO:0015803,GO:0015807,GO:0015808,GO:0015812,GO:0015816,GO:0015823,GO:0015826,GO:0015827,GO:0015828,GO:0015833,GO:0015837,GO:0015846,GO:0015847,GO:0015856,GO:0015889,GO:0015914,GO:0015920,GO:0015942,GO:0015944,GO:0015949,GO:0015976,GO:0016020,GO:0016032,GO:0016042,GO:0016052,GO:0016094,GO:0016149,GO:0016150,GO:0016151,GO:0016208,GO:0016259,GO:0016301,GO:0016407,GO:0016413,GO:0016434,GO:0016491,GO:0016509,GO:0016616,GO:0016620,GO:0016639,GO:0016671,GO:0016722,GO:0016726,GO:0016740,GO:0016746,GO:0016774,GO:0016779,GO:0016787,GO:0016791,GO:0016803,GO:0016823,GO:0016829,GO:0016831,GO:0016853,GO:0016874,GO:0016879,GO:0016887,GO:0016901,GO:0016903,GO:0016966,GO:0016989,GO:0017004,GO:0017018,GO:0017148,GO:0017150,GO:0018394,GO:0018455,GO:0018907,GO:0019003,GO:0019161,GO:0019262,GO:0019285,GO:0019301,GO:0019317,GO:0019413,GO:0019427,GO:0019477,GO:0019516,GO:0019542,GO:0019544,GO:0019545,GO:0019563,GO:0019592,GO:0019594,GO:0019607,GO:0019628,GO:0019629,GO:0019634,GO:0019637,GO:0019645,GO:0019646,GO:0019664,GO:0019665,GO:0019676,GO:0019698,GO:0019700,GO:0019740,GO:0019843,GO:0019856,GO:0019858,GO:0019866,GO:0019867,GO:0019877,GO:0019898,GO:0020037,GO:0022625,GO:0022627,GO:0022857,GO:0022872,GO:0022904,GO:0030091,GO:0030151,GO:0030170,GO:0030246,GO:0030261,GO:0030288,GO:0030488,GO:0030490,GO:0030527,GO:0030541,GO:0030552,GO:0030697,GO:0030964,GO:0031072,GO:0031167,GO:0031234,GO:0031460,GO:0031469,GO:0031564,GO:0032045,GO:0032110,GO:0032153,GO:0032259,GO:0032297,GO:0032561,GO:0032784,GO:0032790,GO:0032991,GO:0032993,GO:0033014,GO:0033094,GO:0033212,GO:0033214,GO:0033228,GO:0033232,GO:0033359,GO:0033384,GO:0033558,GO:0033721,GO:0033744,GO:0033748,GO:0034024,GO:0034040,GO:0034204,GO:0034219,GO:0034289,GO:0034335,GO:0034386,GO:0034421,GO:0034599,GO:0034605,GO:0034644,GO:0034763,GO:0034775,GO:0035351,GO:0035368,GO:0035435,GO:0035442,GO:0035672,GO:0035796,GO:0035821,GO:0036125,GO:0036211,GO:0036243,GO:0036386,GO:0036397,GO:0036411,GO:0036456,GO:0040008,GO:0042026,GO:0042126,GO:0042128,GO:0042254,GO:0042274,GO:0042279,GO:0042286,GO:0042355,GO:0042413,GO:0042450,GO:0042594,GO:0042597,GO:0042626,GO:0042732,GO:0042744,GO:0042802,GO:0042803,GO:0042823,GO:0042840,GO:0042882,GO:0042883,GO:0042908,GO:0042918,GO:0042938,GO:0042941,GO:0042942,GO:0042944,GO:0042945,GO:0042956,GO:0042968,GO:0042970,GO:0043022,GO:0043023,GO:0043024,GO:0043093,GO:0043113,GO:0043165,GO:0043168,GO:0043190,GO:0043200,GO:0043229,GO:0043335,GO:0043424,GO:0043546,GO:0043565,GO:0043590,GO:0043597,GO:0043602,GO:0043824,GO:0043825,GO:0043875,GO:0044010,GO:0044011,GO:0044183,GO:0044205,GO:0044248,GO:0044281,GO:0044569,GO:0044799,GO:0044873,GO:0044874,GO:0044877,GO:0045013,GO:0045271,GO:0045272,GO:0045333,GO:0045337,GO:0045454,GO:0045471,GO:0045490,GO:0045727,GO:0045733,GO:0045892,GO:0045893,GO:0046168,GO:0046174,GO:0046196,GO:0046336,GO:0046386,GO:0046618,GO:0046677,GO:0046872,GO:0046982,GO:0046983,GO:0047106,GO:0047111,GO:0047456,GO:0047545,GO:0047589,GO:0047808,GO:0048027,GO:0048029,GO:0048038,GO:0048473,GO:0048502,GO:0048870,GO:0050136,GO:0050163,GO:0050218,GO:0050569,GO:0050570,GO:0050626,GO:0050660,GO:0050661,GO:0050897,GO:0050920,GO:0051075,GO:0051082,GO:0051085,GO:0051087,GO:0051103,GO:0051260,GO:0051276,GO:0051286,GO:0051287,GO:0051289,GO:0051301,GO:0051304,GO:0051454,GO:0051536,GO:0051537,GO:0051538,GO:0051539,GO:0051781,GO:0052131,GO:0052907,GO:0055051,GO:0055052,GO:0055070,GO:0055085,GO:0060090,GO:0060187,GO:0060241,GO:0060326,GO:0060567,GO:0061077,GO:0061513,GO:0061693,GO:0061694,GO:0061818,GO:0061980,GO:0065003,GO:0070063,GO:0070180,GO:0070301,GO:0070403,GO:0070404,GO:0070475,GO:0070497,GO:0070614,GO:0070689,GO:0070814,GO:0070905,GO:0071230,GO:0071236,GO:0071470,GO:0071474,GO:0071475,GO:0071555,GO:0071578,GO:0071702,GO:0071805,GO:0071916,GO:0071934,GO:0071949,GO:0080111,GO:0089705,GO:0089709,GO:0089718,GO:0090549,GO:0090563,GO:0090564,GO:0090565,GO:0090586,GO:0090729,GO:0097216,GO:0097351,GO:0097495,GO:0097638,GO:0097639,GO:0098561,GO:0098567,GO:0098656,GO:0098708,GO:0098711,GO:0098712,GO:0098716,GO:0098797,GO:0098847,GO:0098869,GO:0102025,GO:0102029,GO:0102262,GO:0102264,GO:0102266,GO:0102810,GO:0106316,GO:0106350,GO:0106430,GO:0110001,GO:0110154,GO:0120010,GO:0120014,GO:0140009,GO:0140205,GO:0140207,GO:0140297,GO:0140306,GO:0140359,GO:0140673,GO:1900232,GO:1901360,GO:1901562,GO:1901875,GO:1901982,GO:1902021,GO:1902047,GO:1902344,GO:1902358,GO:1902421,GO:1902475,GO:1902495,GO:1902517,GO:1902600,GO:1903605,GO:1903607,GO:1903692,GO:1903711,GO:1903714,GO:1903785,GO:1903803,GO:1903804,GO:1903805,GO:1903806,GO:1903810,GO:1904176,GO:1904334,GO:1904659,GO:1904852,GO:1904949,GO:1904981,GO:1905647,GO:1905887,GO:1990060,GO:1990084,GO:1990103,GO:1990121,GO:1990145,GO:1990148,GO:1990154,GO:1990177,GO:1990178,GO:1990191,GO:1990193,GO:1990196,GO:1990197,GO:1990199,GO:1990204,GO:1990222,GO:1990351,GO:1990391,GO:1990531,GO:1990586,GO:1990904,GO:1990961,GO:2000104,GO:2000142,GO:2000143,GO:2000144
abgR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ackA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acnB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
